price,price_range_min,price_range_max,location,brand,model,km_driven,vehicle_type,engine_capacity,origin,description,age,Brand_Model
25.9,15.17,17.81,Thành phố Thủ Đức,Yamaha,Exciter,80000,Tay côn/Moto,100 - 175 cc,Việt Nam,"Cần bán em Exciter Tình trạng máy zin, em mới vệ sinh 2 heo dầu, thay đĩa và bố thắng mới, lọc xăng thay mới, lên bóng led và....",10,Yamaha Exciter
42,41.61,48.85,Thành phố Thủ Đức,Yamaha,Exciter,20000,Tay côn/Moto,100 - 175 cc,Việt Nam,"ex 5p71 57kck 9chủ Từ lúc làm 57kck đi dc 20000km 
Bn nào có nhu cầu thì ib nha",15,Yamaha Exciter
35,32.2,37.8,Thành phố Thủ Đức,Benelli,BN 302,10000,Tay côn/Moto,Trên 175 cc,Đang cập nhật,"Có gia đình nên bán Có con nhỏ kho
ng thích hợp nữa.nên bán đổi xe",8,Benelli BN 302
150,55.9,65.62,Thành phố Thủ Đức,Honda,SH,20000,Tay ga,Trên 175 cc,Nước khác,"Sh300i 2017 máy zin chưa rớt đầu , phuộc ohlins - Xe xuất sứ : Italia
- Giấy tờ chính chủ. Sang tên toàn quốc
- Giao xe Tp.HCM và các tỉnh lân cận
 Liên hệ : *** gặp Hoàng",8,Honda SH
8.5,21.96,25.78,Thành phố Thủ Đức,Honda,Air Blade,100000,Tay ga,100 - 175 cc,Việt Nam,"Nhà dư xe cần bán. Xe nhà nữ chạy, hoạt động tốt, thay bộ áo mới chinh hãng,xe đẹp dư xe cần bán",7,Honda Air Blade
70,66.96,78.61,Thành phố Thủ Đức,Honda,SH,53000,Tay ga,100 - 175 cc,Nước khác,"cần bán xe sh ý đời 208, xe vẫn còn ngon Xe sh ý đời 208, xe uỷ quyền chính chủ
Giao dịch tại phường bình thọ quận thủ đức thành phố thủ đức, tp.hcm
*** (khoa)",16,Honda SH
31,33.65,39.5,Thành phố Thủ Đức,Honda,Air Blade,220000,Tay ga,100 - 175 cc,Nhật Bản,Kẹt tiền cần gl xe winner v1 để lấy tiền lo cv Xe zin chính chủ cần gk xe winnner v1 đời thấp lấy tiền lo cv,3,Honda Air Blade
17.8,15.49,18.18,Thành phố Thủ Đức,Honda,Vision,0,Tay ga,100 - 175 cc,Nước khác,"viíone 2015 bao tranh chấp công chứng ủy quyền viíone 2015 bao tranh chấp công chứng ủy quyền
Sạch sẽ len keng hổ trợ trả góp bao nợ xấu 
Lh *** để được hổ trợ",10,Honda Vision
27,40.54,47.59,Thành phố Thủ Đức,Honda,Vario,400000,Tay ga,100 - 175 cc,Nước khác,Va 125 tham khảo giá đc bán lun Xe giao hàng nên có xước xe dàn áo hơi run như hình đã thay chén cỗ hư đồng hồ do nước vô máy hơi kêu dây coro máy ok giáy tờ đầy đủ có rút hồ sơ được biển thành phố mời ae tham khảo,7,Honda Vario
45,44.59,52.35,Thành phố Thủ Đức,Honda,SH,10000,Tay ga,100 - 175 cc,Đang cập nhật,"SH 125 Đen nhám 2016 mới keng - Xe biển Vĩnh Long nha Ae, xe còn mới đẹp bao test thoải mái..",9,Honda SH
15,11.69,13.72,Thành phố Thủ Đức,Honda,Wave,300000,Xe số,50 - 100 cc,Việt Nam,"Wave alpha máy 54 + 3.5 Wave alpha dọn gần full new máy 54 + 3.5 , dan ao xe bich gtdd 
alo truc tiep : *** . Xe ở Thủ Đức",6,Honda Wave
55,44.59,52.35,Thành phố Thủ Đức,Honda,SH,33000,Tay ga,100 - 175 cc,Việt Nam,"Cần bán sh 125 up lên 150 pxl Cục máy mới làm ở brt thủ đức 
Xe lên full đồ chơi cho ae yêu kiểng 
Pô móc bao êm cho ae",9,Honda SH
34,32.36,37.99,Thành phố Thủ Đức,Honda,Air Blade,22000,Tay ga,100 - 175 cc,Việt Nam,ab 2021 đen nhám Xe nhà ít đi Ab 2021 đen nhám .chinh chủ biển số tỉnh. Có trầy nhẹ. Còn mới zin tất bao thợ thầy.,4,Honda Air Blade
14,13.61,15.98,Thành phố Thủ Đức,Yamaha,Exciter,91837,Tay côn/Moto,100 - 175 cc,Việt Nam,"Bán xe Exciter 2014 đang sử dụng. Cần bán xe Exciter mua năm 2014, xe đi bảo quản kỹ lưỡng, thay nhớt, lọc định kỳ.
- Ngoại hình zin 100%, chưa qua sửa chữa máy móc.
- Biển số tỉnh 72F1, sang tên dễ dàng.
- Có thể giao dịch ngay.",11,Yamaha Exciter
32,17.23,20.23,Thành phố Thủ Đức,Piaggio,Vespa,123456,Tay ga,100 - 175 cc,Đang cập nhật,"cần bán hoặc giao lưu sang gts hoặc xe khác vespa primavera 3v đã up full sprint
đồ chơi
- đèn xi nhan Z
- Hậu G
- mâm fly
- đầu mod tft
-vài chi tiết 101 factory
-phuộc hạ lùn",11,Piaggio Vespa
30,14.31,16.8,Thành phố Thủ Đức,Honda,Wave,5000,Xe số,50 - 100 cc,Nhật Bản,"cần bán cho ai thiệt chí Cần ra đi giúp thằng em .xe ít đi 9 chủ bớt chúc lộc cho ae thiện chí 
Sang tên chỉ 1 nốt nhạc 
Xe ít đi ,chùm mền là nhiều 
Số đt chủ xe ***",3,Honda Wave
58,57.96,68.03,Thành phố Thủ Đức,Honda,SH,27000,Tay ga,100 - 175 cc,Việt Nam,"Bán xe SH 2018 125cc xanh rêu Xe chỉ đi trong thành phố (27 vạn km) chủ yếu đi làm cách nhà 3km.
Máy móc zin. 
Biển, đăng ký chính chủ.
Mua bán chính chủ, bán do nhu cầu ít đi lại.
Ib nếu quan tâm.",7,Honda SH
3.7,5.94,6.97,Thành phố Thủ Đức,Honda,Wave,7777,Xe số,50 - 100 cc,Hàn Quốc,cần bán xe êm máy bốc xe êm máy bốc.điện đề đầy đủ. anh chị nào thiện chia gọi cho em ạ,15,Honda Wave
3.7,4.37,5.13,Thành phố Thủ Đức,SYM,Dòng khác,100000,Tay ga,100 - 175 cc,Việt Nam,xe Atila đĩa bay Xe máy móc êm và mạnh bao thầy thợ test cà vẹt tphcm và bs tphcm. Mua về chỉ có đổ xăng chạy ko cần làm gì hết.,13,SYM Dòng khác
62,53.71,63.05,Thành phố Thủ Đức,Honda,SH Mode,16000,Tay ga,100 - 175 cc,Nhật Bản,"TÌM CHỦ MỚI CHO XE SHMODE XÁM NHÁM ABS 2023 Không nỡ nhưng cũng phải chia tay con chiến mã thân thương để giải quyết việc kinh doanh. Xe đã qua sử dụng, mới chạy được 2năm nên còn rất ngon. Máy êm, mướt, chạy đầm, thay nhớt đúng chu kì. Còn zin 100% bao thợ check. Xe có giấy tờ đầy đủ, biển SG. Vì xe còn quá tốt nên giá không thương lượng nữa ạ! Anh em nào có nhu cầu thì liên hệ mình.",1,Honda SH Mode
10,13.66,16.04,Thành phố Thủ Đức,Yamaha,Exciter,87707,Tay côn/Moto,100 - 175 cc,Việt Nam,"Cần ra xe còn sử dụng tốt Xem xe 109 võ nguyên giáp 
Không mua cũng không sao
Giấy tờ đầy đủ",13,Yamaha Exciter
2,1.84,2.16,Thành phố Thủ Đức,Honda,CD,45,Tay côn/Moto,Dưới 50 cc,Nhật Bản,xe máy đôi Xe dap đôi . Duy nhất viet nam . Xe máy đôi,5,Honda CD
9.1,10.03,11.77,Thành phố Thủ Đức,Honda,Wave,10000,Xe số,100 - 175 cc,Thái Lan,Xe này ai mua Ko ạ Xe máy ngon ngoại thất bình thường đổ xăng là đi,22,Honda Wave
9.5,7.06,8.28,Thành phố Thủ Đức,Honda,Air Blade,2500,Tay ga,100 - 175 cc,Việt Nam,"Xe tay ga Air BLADE 2007 MÀU ĐEN CAM 80% Xe ab 108 đăng ký 2007 xe đi cafe máy móc êm zin không kêu máy bao lướt hình sao xe y vậy 
Dàn chân cứng cáp vừa thay 2 cái vỏ + 2 cùm thắng mới 
Do muốn đổi xe nên bán 
Ae mua về đổ xăng là đi
Mua xe ko cần cọc gặp trực tiếp mua bán luôn 
Xe gtđđ biển số 47B1-96387",18,Honda Air Blade
12,12.64,14.84,Thành phố Thủ Đức,Honda,Air Blade,15000,Tay ga,50 - 100 cc,Việt Nam,xe đan chạy bảo dưởng tốt . bảo đảm xe y như hình Đổi xe mới dư bán lại .xe đan sử dụng xem xe sẻ biết,15,Honda Air Blade
78,70.02,82.2,Thành phố Thủ Đức,Honda,SH,19000,Tay ga,100 - 175 cc,Đang cập nhật,"XE CÁ NHÂN THANH LÍ 👉 Xe cuối đời 2020 đầu 2021 CBS, bstp
👉 Giấy tờ pháp lí đầy đủ đảm bảo chính chủ sáng tên nhanh gọn
👉 Xe zin 100% chưa đụng chạm 
👉 Ngoại hình như ảnh đẹp lengkeng
👉 Xem xe trực tiếp ở Thủ Đức để có giá tốt
👉 Vẫn còn fix cho ae thiện chí",4,Honda SH
26,20.65,24.24,Thành phố Thủ Đức,Honda,Sonic,12345,Tay côn/Moto,100 - 175 cc,Nước khác,"Cần ra đi em xe tâm huyết Tình trạng xe êm máy zin,.... Bán cho ae nào thiện chí xe đi tour đi làm đi chơi thoải mái có fix cho ae thiện chí 
Lh : ***",6,Honda Sonic
15,7.55,8.86,Thành phố Thủ Đức,Yamaha,Sirius,24646,Xe số,100 - 175 cc,Việt Nam,Bán xe Không có nhu cầu sử dụng nên cần nhượng lại cho a e nào đam mê,11,Yamaha Sirius
27,19.85,23.3,Thành phố Thủ Đức,Honda,Sonic,19,Xe số,100 - 175 cc,Nước khác,"Bán xe Honda Sonic Xe zin, ít để, bán lại cho những người thích mẫu xe Sonic 150R.",7,Honda Sonic
17.5,14.49,17.01,Thành phố Thủ Đức,Honda,Winner,1,Tay côn/Moto,100 - 175 cc,Nhật Bản,"winner v1 chính chủ ký Bs 85 chính chủ ký
Áo leng keng
Chân sạch sẽ 
Bh máy 1 tháng",7,Honda Winner
20,17.63,20.69,Thành phố Thủ Đức,Honda,Winner X,600000,Tay côn/Moto,100 - 175 cc,Đang cập nhật,"Xe chính chủ bán Xe zin từng con ốc
Chính chủ, bao giấy tờ hợp lệ
Về đổ xăng là chạy, bao lỗi, bao test",4,Honda Winner X
17.5,14.49,17.01,Thành phố Thủ Đức,Honda,Winner,1,Tay côn/Moto,100 - 175 cc,Việt Nam,"winner v1 bs 85 Bs85 chính chủ ký 
Áo leng keng
Chân sạch sẽ bao mục lủng 
Máy móc ngiêm chỉnh",7,Honda Winner
25,24.1,28.29,Thành phố Thủ Đức,Honda,Air Blade,55000,Tay ga,100 - 175 cc,Đang cập nhật,"Honda Air blade 2019 đỏ đen Xe chính chủ người dùng
Máy móc zin êm
Odo chuẩn 55k km
Liên hệ chủ xe qua sđt: ***",6,Honda Air Blade
31.5,22.73,26.69,Thành phố Thủ Đức,Honda,Wave,19000,Xe số,100 - 175 cc,Đang cập nhật,"Bán Bán Wave thái 110 
Máy rin êm ru
Chân áo dọn mới keng
Biển Bình Dương",26,Honda Wave
6.5,6.9,8.1,Thành phố Thủ Đức,Piaggio,LX,100000,Tay ga,100 - 175 cc,Việt Nam,"Vespa lx125 Ngoại hình như ảnh , xe đi êm ái mượt mà , xe rất nặng nên dắt hơi mệt , yên xe khá cao nên là pk ng tầm 1m6 trở lên",14,Piaggio LX
22.222222,20.86,24.48,Thành phố Thủ Đức,Yamaha,Mio,7000,Tay ga,100 - 175 cc,Nước khác,"cần bán 🔜Mio yamaha mio m3🔙
➖Bán xe nhà dư không còn nhu cầu sử dụng
➖Xe cuối 2022 đăng kí lần đầu 2023 1 đời chủ
➖Odo cực cọp do chủ xe ko có bằng lái nên ít chạy 
➖Xe full zin ko lai tạp hình sao xe vậy 100%
➖Đầy đủ chức năng bảo dưỡng thay nhớt định kỳ
➖Xem xe tại nhà 
➖Thêm thông tin chi tiết xin liên hệ
➖***",2,Yamaha Mio
12,10.56,12.4,Thành phố Thủ Đức,Honda,Vision,44000,Tay ga,50 - 100 cc,Đang cập nhật,"Bán xe Vision 2012, chính chủ, HCM, còn chạy tốt - Xe Honda Vision 2012, chính chủ, biển HCM
- Xe còn chạy tốt
- Gía thương lượng
- Liên hệ chính chủ ***",13,Honda Vision
9,8.28,9.72,Thành phố Thủ Đức,Suzuki,Viva,50000,Xe số,100 - 175 cc,Việt Nam,Xe suzuki viva 115 cc Bán xe cưng đã làm ra rất nhiều tiền. Xe nguyên rin chưa rã bất cứ con táng nào ngoại trừ thay vỏ hay vá xe. . Xe giữ kỹ có thay nhớt định kỳ. Có thương lợng cà fe cho ae. Xe chính chủ ký bán,6,Suzuki Viva
18,21.39,25.11,Thành phố Thủ Đức,RebelUSA,Rebell,10000,Tay côn/Moto,Trên 175 cc,Mỹ,"Em kẹt quá, để lại 18tr, nhanh gọn có fix nữa. Em kẹt quá, để lại 18tr, nhanh gọn có fix nữa.",1,RebelUSA Rebell
3.8,3.06,3.59,Thành phố Thủ Đức,SYM,Attila,666,Tay ga,100 - 175 cc,Nhật Bản,"Bán xe giá rẻ Xe zin hết máy móc êm nồi mạnh bán cho ae đi làm máy 125 vỏ lốp mới thay yên tâm mua về đổ xăng là chạy 
Có bớt cho ae thiện chí 
784 nguyễn duy trinh bình trưng đông quận 2",16,SYM Attila
195,179.4,210.6,Thành phố Thủ Đức,Triumph,Street Triple,22000,Tay côn/Moto,Trên 175 cc,Đang cập nhật,"Triumph Street Triple 765 RS Cần bán Triumph Street Triple 765 RS ( Bản cao cấp nhất), Xe đẹp, ODDO 22k Km,3 Mode chạy, Phục Olin, Heo Brembo, Bô Zar chính hãng ( Po zin còn), đã lên chống đổ, ốp lốc máy, gầm máy, đèn trợ sáng...
Giá ban: 19X Triệu
LH: ***",8,Triumph Street Triple
25,22.72,26.67,Thành phố Thủ Đức,Honda,Sonic,20000,Tay côn/Moto,100 - 175 cc,Nhật Bản,Bán xe rẻ gấp Nhà dư xe côn tay cần thanh lý rẻ lại ạ,4,Honda Sonic
88.7,70.02,82.2,Thành phố Thủ Đức,Honda,SH,30000,Tay ga,100 - 175 cc,Đang cập nhật,"Cần ra đi Sh150 chính chủ Cần bán sh150-2021 đen bóng camay xanh 
Up mặt nạ 350, mobin+ecu rl xe đang đi cấu hình npxg 
Cặp tay thắng xiken
Giá có fix cho ae thiện chí!!",4,Honda SH
14,10.9,12.8,Thành phố Thủ Đức,Honda,Vision,75000,Tay ga,100 - 175 cc,Việt Nam,"Xe vision nữ đi, máy nguyên, ga vọt bao test Xe chính chủ, nữ đi rất ít. Xe máy vọt hơn nhiều. Chưa từng bung máy. Xe dán keo, tháo keo như mới.",12,Honda Vision
9,9.06,10.64,Thành phố Thủ Đức,Honda,Air Blade,655512,Tay ga,100 - 175 cc,Việt Nam,"airblade 2012 Xe nhà chạy dư nên em bán ạ
Ab 2012 bstp 
Máy zin êm mạnh",13,Honda Air Blade
5,5.1,5.99,Thành phố Thủ Đức,Yamaha,Mio,20000,Tay ga,100 - 175 cc,Việt Nam,"cần bán xe mio utimo Cần bán mio utimo điện đèn kèn si nhan đầy đủ.
Máy vừa làm êm ái đi nhẹ xe canh chỉnh tất cả về sử dụng thoi giấy tờ đầy đủ ae cần liên hệ",16,Yamaha Mio
12,6.78,7.96,Thành phố Thủ Đức,Honda,Wave,29000,Xe số,50 - 100 cc,Đang cập nhật,"Xe Wave.Repsol.RSV.100cc.Xe chính chủ. -Wave Repsol RSV 100cc ngay chů bao ký giấy sang tên. - Tất cả đồ zin theo xe không lai tąp. -xe dọn full từ trong ra ngoài đẹp leng keng. -máy zin đầu chạm máy thì thầm miễn bàn. - full chức năng , điện đề đầy đủ hết không lỗi. - máy không tiếng hú , nồi mạnh êm ru galanti chuẩn. - giá 16tr. Xem xe long trường q9. - *** dũng",16,Honda Wave
9.5,9.54,11.2,Thành phố Thủ Đức,Honda,Wave,60000,Xe số,100 - 175 cc,Việt Nam,"Wave RSX 110 2016 b.tỉnh Xe đi làm nên rất tốt chủ trước là con gái nên dữ xe rất tốt ngoại hình không đẹp lắm nhưng máy
 móc rất ok
Kí giấy bao tranh chấp",9,Honda Wave
16,6.3,7.39,Thành phố Thủ Đức,Yamaha,Sirius,50000,Xe số,100 - 175 cc,Việt Nam,"Sirius 110 chính chủ dọn kiểng tâm huyết Xe cũ dọn lên tâm huyết, nói không với đồ dỏm

- mâm rcb 5 cây chính hãng
- gắp jupiter V chính hãng
- phuộc rcb đen ty vàng chính hãng
- choá si hello chính hãng
- thay full áo hãng + tem hãng
- yên 2 tầng bao êm ái
- nsd STB chính hãng
- dè fi chính hãng
- tay thắng rcb chính hãng
- từ phanh đùm lên phanh đĩa đồ hãng (trừ đĩa lô)
- pô cũ thay pô đời cao chính hãng
- còn nhiều món khác như ốc salaya, chân chống inox, cảng, baga, lốp cheetah, gương spark...",16,Yamaha Sirius
13,10.05,11.8,Thành phố Thủ Đức,Yamaha,Dòng khác,123456,Tay côn/Moto,100 - 175 cc,Việt Nam,bán ex135 xe đẹp Bán nhanh ẽ 135 máy móc zin tung con ốc bao tes,11,Yamaha Dòng khác
58,5.72,6.72,Thành phố Thủ Đức,Yamaha,Dòng khác,24380,Tay côn/Moto,100 - 175 cc,Việt Nam,"xe đep keng Xe còn moi leng keng đep may moc zin
Ex 2010 xe chinh chủ nha ae",15,Yamaha Dòng khác
39.9,34.82,40.88,Thành phố Thủ Đức,Kawasaki,W175,25000,Tay côn/Moto,Trên 175 cc,Nước khác,"Xe ít đi nên bán Cần ra đi w175 se như hình đời 2019. Xe máy móc nguyên zin chưa rớt đầu, mọi thứ đều zin, mua xe TẶNG cặp lốp mới thay đi tour bao mượt (đã làm tubeless), k sợ trượt . Thay nhớt thường xuyên mỗi 2-3000km. 
Odo 25000km
Mới thay nhớt 7100 10-40, lấy xe chỉ việc chạy
Biển thành phố, chính chủ , ký uỷ quyền hoặc sang tên trong 1 nốt nhạc. Xem xe tại Thủ Đức cũ
Giá ra đi 39.9tr 
Sđt: *** (gặp Thịnh)",6,Kawasaki W175
45,8.55,10.04,Thành phố Thủ Đức,Honda,Cub,10000,Xe số,50 - 100 cc,Nhật Bản,"BÁN XE CUB CUSTOM Xe nhà để trùm mền nên còn RẤT RẤT RẤT mới
ACE thiện chí muốn mua đến xem xe trực tiếp",28,Honda Cub
8.5,7.1,8.34,Thành phố Thủ Đức,Yamaha,Jupiter,500000,Xe số,100 - 175 cc,Đang cập nhật,"Jupiter nồi đồng cối đá bao cày Dư dùng 1 xe Ya Jupiter 2009
Ngoại hình phai dần theo năm tháng
Máy êm chạy rất mạnh
Bánh mâm thắng đĩa zin 
Cày tốt chục năm nữa cũng ko xi nhê
Xe ko 9c bao cc ở thủ đức",16,Yamaha Jupiter
15,9.95,11.68,Thành phố Thủ Đức,Honda,Wave,68000,Xe số,100 - 175 cc,Đang cập nhật,"Wave Alpha lóc đen Chiếc Wave Alpha đời đầu, lốc máy đen. Xe đẹp từ A đến Ă, chưa rớt đầu. Xe chính chủ, giấy tờ đầy đủ. Mình ít đọc tin nhắn, nên ae muốn mua thì gọi trực tiếp",23,Honda Wave
32,24.85,29.17,Thành phố Thủ Đức,Piaggio,Vespa,27000,Tay ga,100 - 175 cc,Đang cập nhật,"Xe tay ga Vespa 125 đời 2016 đỏ ít đi . Cần bán xe Vespa 125c đời 2016 , Chính chủ, ít đi . 27.700km. bản số tỉnh, nhưng xe và chủ ở quận 2 -tphcm, xe để chung cư tốn tiền đóng phí nên cần bán.Xe còn zin 100%.",9,Piaggio Vespa
6,6.08,7.14,Thành phố Thủ Đức,Yamaha,Mio,854885,Tay ga,100 - 175 cc,Việt Nam,Mio nhỏ Nhà dư xe mio nhỏ máy móc êm nồi không hú bstp giấy tờ đầy đủ mội chức năng hoạt động tốt để k sử dụng cần bán lá j cho ai cần,5,Yamaha Mio
4,3.5,4.11,Thành phố Thủ Đức,Suzuki,Hayate,55000,Tay ga,100 - 175 cc,Nhật Bản,"Suzuki - Hayate 125cc cavet đầy đủ, máy êm Cần ra đi con xe Suzuki Hayate 125cc như hình trên.
Máy móc chạy mạnh êm ru, đề nổ đèn kèn bình thường.
Ai có nhu cầu cứ qua chạy test thử nhé.",14,Suzuki Hayate
23.9,24.85,29.17,Thành phố Thủ Đức,Piaggio,Vespa,30000,Tay ga,100 - 175 cc,Việt Nam,"LX 125 màu đỏ hàng đẹp leng keng như mới 1 đời chủ , nữ sủ dụng đẹp như mới , nguyên zin chưa thay sửa , odo 30.000km
Biển số Tp. HCM 9 nút
Giá bán 28.800, thượng lượng ít
Lh: *** Đại",9,Piaggio Vespa
41,35.17,41.29,Thành phố Thủ Đức,Yamaha,Nvx,17000,Tay ga,100 - 175 cc,Việt Nam,"bán xe máy Xe nhà ít đi. Xe tốt, mới xe chúnh chủ, giấy tờ đầy đủ.",2,Yamaha Nvx
10.5,24.85,29.17,Thành phố Thủ Đức,Piaggio,Vespa,39000,Tay ga,100 - 175 cc,Việt Nam,"Dư xe, bán chốt chắc giá 10,5tr. Xe chính chủ Tình trạng xe ổn. Mới thay dây cu roa, vỏ trước, nhớ, bảo dưỡng",9,Piaggio Vespa
19,16.31,19.15,Thành phố Thủ Đức,Honda,Winner X,25000,Tay côn/Moto,100 - 175 cc,Việt Nam,"WINNER X 2019 biển thành phố giấy tờ đầy đủ - Xe đã qua sử dụng, tình trạng tốt.
- giấy tờ sang tay đầy đủ.
- biển 51.
- đăng kí 2019.
- khu vực q2 An Phú",6,Honda Winner X
16,11.85,13.92,Thành phố Thủ Đức,Honda,Lead,51000,Tay ga,100 - 175 cc,Nhật Bản,"Lead 125 chính chủ Xe còn nguyên keo , chạy êm vọt ít hao xăng xe nhà dư dùng nên bán xe chính chủ .Biển số Hcm",12,Honda Lead
54,44.59,52.35,Thành phố Thủ Đức,Honda,SH,310000,Tay ga,100 - 175 cc,Việt Nam,"Bán sh 125i 2016 để đổi xe mới cho vợ đi -Xe đi giữ gìn, bảo trì thay nhớt đúng số km.
-Muốn bán mua xe thấp cho vợ dễ đi, hoặc giao lưu trao đổi sh mode 2020 trở lên",9,Honda SH
13.5,9.54,11.2,Thành phố Thủ Đức,Yamaha,Sirius,50,Xe số,100 - 175 cc,Việt Nam,"Sirius Fi 115cc Bán xe máy Yamaha Sirius Fi như hình.
Biển số 76
Xe chính chủ 
Máy bao zin 
Về chỉ cần đổ xăng thay nhớt là chạy.",6,Yamaha Sirius
7,10.55,12.38,Thành phố Thủ Đức,Hãng khác,Dòng khác,25000,Xe số,Dưới 50 cc,Mỹ,"Cần bán ex 50ccc mua xe mới cần ra đi em nó , xe cavet đủ , truoc mua co cccd chủ xe , mua bán tại nhà riêng , xe và bảng số mình đã chụp rõ !! 

xe rất ngon , máy móc zin nguyên , đời 2022 bstp sài gò hoa lệ , xe phù hợp cho ng chưa có bằng lái ạ !! 
xe cá nhân nên ko quảng cáo nhiều !!

tiep ng thien chí",3,Hãng khác Dòng khác
52,33.65,39.5,Thành phố Thủ Đức,Honda,Air Blade,11000,Tay ga,100 - 175 cc,Việt Nam,"Giảm giá lần cuối Ab 160 đời đầu . Máy móc nguyên zin. Xe lướt bs đẹp, uy quyền giữ biển cho a/e đi thoải mái.",3,Honda Air Blade
85,109.65,128.72,Thành phố Thủ Đức,Honda,SH,15000,Tay ga,100 - 175 cc,Nhật Bản,"SH Việt Kiều Ý 2012 SM5009 BSTP 125 up Full 150 Xe đã dọn full new từ trong ra ngoài
Xe đời 2012 Máy 125 E đã up full máy 150 nên đi rất nhẹ xe
Xe này Em đã đứng tên chính chủ ký uỷ quyền ( Lần 1 ) nhanh gọn 1 nốt nhạc
Xe đang trong tình trạng hoàn hảo nhất , không lỗi lầm 
Mỗi 1000km là E thay nhớt 1 lần 
Xem xe gần GiGa Mall Phạm Văn Đồng , Gần Cầu Bình Lợi",13,Honda SH
7.8,7.82,9.18,Thành phố Thủ Đức,Daelim,Dòng khác,20000,Xe số,Dưới 50 cc,Việt Nam,"sirius 50cc zin đẹp keng Bán xe sirius 5056 bs 72 giấy tờ đầy đủ hợp lệ 
Xe đẹp keng như xe mới, máy móc êm thì thầm, 
Điện đề chức năng đầy đủ, giá 7t8 xem xe tại Dĩ an bình dương",8,Daelim Dòng khác
30,11.59,13.61,Thành phố Thủ Đức,Honda,Dòng khác,100000,Tay ga,Trên 175 cc,Nhật Bản,"Bán xe Freeway đang sử dụng tâm huyết Xe đỗ xăng chạy thôi vì xe tâm huyết. Tôi ở tp thủ đức, chỉ gặp người thiện chí thật sự",30,Honda Dòng khác
42.99,44.59,52.35,Thành phố Thủ Đức,Honda,SH,20000,Tay ga,100 - 175 cc,Việt Nam,"Bán SH125 Đk2016 chính chủ bstp Bán Sh 125 Chính chủ Bstp
Xe đẹp zin keng do ít chạy 
Bao check thợ thầy thoải mái
Chứng giays mua bán sang tên hoặc uỷ quyền ngay khi mua
- vui lòng alo trực tiếp 
Ko tiếp tin nhắn và chat",9,Honda SH
10.5,5.22,6.13,Thành phố Thủ Đức,Honda,Blade,23000,Tay ga,100 - 175 cc,Việt Nam,"🔥 AirBlade biển đẹp 7999. BSTP Cần bán Air Blade biển đẹp. Giấy tờ đầy đủ.
- Máy êm, chạy bốc, bi láp kêu nhẹ không ảnh hưởng gì, 2 chìa khoá, vỏ mới, đèn led, còi to..
- Giá bán nhanh cho nhà trống chỗ 10,5 triệu, bớt cho anh chị thiện chí.
Xem xe tại nhà đường Quang Trung Quận 9.",18,Honda Blade
11.5,14.38,16.88,Thành phố Thủ Đức,Piaggio,Liberty,45000,Tay ga,100 - 175 cc,Việt Nam,"Liberty 125 máy iget đời 2016 bst btc giá 13tr M đang cần bán 1 xe máy liberty iget đời 2016 bst bao tranh chấp có giấy bán cũ của cửa hàng lúc m mua do m có xe khác nên muốn bán lại giá 11tr500 ai có nhu cầu lh m nha.thank mn đã xem tin,xem xe ở quận 3 nha mn hoặc ai có gl xe dòng cao hơn m bù tiền nha mn gl với xe điện càng tốt nha thank mn",9,Piaggio Liberty
7.8,6.83,8.02,Thành phố Thủ Đức,SYM,Galaxy,60000,Xe số,Dưới 50 cc,Đài Loan,"Xe 50cc Hết nhu cầu nên cần bán lại xe 50cc.Xe máy êm ru,như hình,bình yếu,...Bán rẻ cho ai cần.Cám ơn",6,SYM Galaxy
6,7.27,8.54,Thành phố Thủ Đức,Honda,Cub,6000,Xe số,Dưới 50 cc,Đài Loan,"Bán xe cub có đề,gtdd , đi không cần băng lái Bán xe cub 50cc,có đề,đời 2017,gtdd, xe đi không cần bằng lái,mới đẹp như hình",8,Honda Cub
7.8,6.92,8.12,Thành phố Thủ Đức,Suzuki,Impulse,40,Tay ga,100 - 175 cc,Nhật Bản,"Suzuki Impulse 125cc Fi 125cc Fi 
xe hoạt động mợt
các chức năng xe đều ổn",9,Suzuki Impulse
10.5,15.62527778,18.345,Thành phố Thủ Đức,Suzuki,Raider,1234,Tay côn/Moto,100 - 175 cc,Nhật Bản,"cần bán gấp đổi xe dàn áo liền lạc, máy êm, k chính chủ, biển tỉnh, có cavet gốc theo xe, do đổi xe nên bán gấp. a/e thiện chí alo e",14,Suzuki Raider
8.3,10.24,12.02,Thành phố Thủ Đức,Honda,Wave,1234,Xe số,50 - 100 cc,Nhật Bản,"bán hoặc giao lưu cần bán xe đang đi, xe k chính chủ, có cavet gốc theo xe, xe bao không tranh chấp, mua bán tại nhà nên a/c yên tâm nha",20,Honda Wave
